('temperature', 1.505148634157773)
('wall', 1.4866885180740912)
('flow', 0.37166406109349065)
('stream', 0.8948102154896528)
('laminar', 0.7099062798228527)
('porous', 0.0)
('ratios', 0.5277041621891502)
('equations', 0.41845925110367316)
('two', 0.45988062444028965)
('case', 0.4517575631473474)
('TEXT', 0.0)
('skan', 1.2913750011642928)
('fluid', 0.5487713847718675)
('dimensionless', 1.0886424471102105)
('differential', 0.6477452990448709)
('AUTHOR', 0.0)
('gradient', 0.6164545133063695)
('boundary', 0.27465307216702745)
('method', 0.2526327051546589)
('falkner', 1.2913750011642928)
('pressure', 0.20828081965677753)
('TITLE', 0.0)
('DOC', 0.0)
('number', 0.17275203557779897)
('derivatives', 0.4484757731928266)
('three', 0.5924360557839639)
('DOCNO', 0.0)
('function', 0.47805568826790945)
('BIBLIO', 0.0)
('cases', 0.30117170876489824)
('value', 0.3397093787217128)
('layer', 0.28784294407296784)
('pohlhausen', 1.0273618326019642)
('ordinary', 0.8953449750518401)
('partial', 0.4509194233263277)
('friction', 0.35176559343671165)
('nondimensional', 0.531151159097877)
('including', 0.22158385908319156)
('solutions', 0.13467813193108322)
('tables', 0.4509194233263277)
('ratio', 0.1759013873963834)
('parameters', 0.2629097487292934)
('picard', 0.9056176932921258)
('point', 0.2221101756502345)
('tn', 0.6623789246602118)
('transformed', 0.36593167910008706)
('include', 0.22158385908319156)
('euler', 0.6177945566678702)
('brown', 0.9056176932921258)
('five', 0.5192373866223364)
('negative', 0.9056176932921258)
('exact', 0.3250688308994543)
('d', 0.525052388576698)
('l', 0.525052388576698)
('large', 0.23963317219342825)
('solved', 0.3473791784603029)
('found', 0.18379875009907484)
('cooled', 0.37278270866196145)
('computed', 0.2801244050489435)
('weight', 0.4611991856059492)
('p', 0.47240070544216006)
('displacement', 0.3502862862308363)
('rate', 0.266619219747558)
('donoughe', 0.0)
('state', 0.374555788035956)
('expressing', 0.2768129531180714)
('coefficient', 0.21593608123403743)
('nusselt', 0.6309646211250984)
('stagnation', 0.30308249759149625)
('free', 0.24778141967901518)
('ranges', 0.1881435792697216)
('properties', 0.3262765697634214)
('impermeable', 0.7044379542378634)
('simultaneous', 0.45425295421159784)
('due', 0.29062007756361025)
('w', 0.5757355270902186)
('ture', 0.7682911572086122)
('changes', 0.2897109826474753)
('naca', 0.4983556260394406)
('separation', 0.25375072359100265)
('numerically', 0.24146694591190246)
('dimensional', 0.23663542660761758)
('total', 0.3473791784603029)
('tabulated', 0.4847057145438166)
('rates', 0.266619219747558)
('compressible', 0.24270457978474141)
('differences', 0.24085269406159882)
('main', 0.40699468747159157)
('values', 0.1698546893608564)
('momentum', 0.40699468747159157)
('property', 0.3262765697634214)
('thicknesses', 0.24585336088831122)
('convection', 0.4243492430783685)
('distributions', 0.15731119263157117)
('well', 0.2688989181912806)
('divided', 0.525052388576698)
('unheated', 0.7044379542378634)
('parameter', 0.2629097487292934)
('used', 0.0)
('variable', 0.3502862862308363)
('considered', 0.20862405539883636)
('steady', 0.33377882097920303)
('uncooled', 0.7044379542378634)
('points', 0.2221101756502345)
('velocity', 0.1799758221775648)
('effects', 0.10434583304635502)
