('flow', 1.0)
('stagnation', 0.6666666666666666)
('mass', 0.6666666666666666)
('transfer', 0.5)
('conditions', 0.5)
('TITLE', 0.3333333333333333)
('DOC', 0.3333333333333333)
('influence', 0.3333333333333333)
('results', 0.3333333333333333)
('injected', 0.3333333333333333)
('parameters', 0.3333333333333333)
('AUTHOR', 0.3333333333333333)
('approximately', 0.3333333333333333)
('TEXT', 0.3333333333333333)
('DOCNO', 0.3333333333333333)
('coolant', 0.3333333333333333)
('temperatures', 0.3333333333333333)
('downstream', 0.3333333333333333)
('investigation', 0.3333333333333333)
('BIBLIO', 0.3333333333333333)
('j', 0.3333333333333333)
('r', 0.3333333333333333)
('experimental', 0.3333333333333333)
('efficacious', 0.16666666666666666)
('mach', 0.16666666666666666)
('adiabatic', 0.16666666666666666)
('ae', 0.16666666666666666)
('symmetry', 0.16666666666666666)
('wall', 0.16666666666666666)
('surface', 0.16666666666666666)
('extrapolation', 0.16666666666666666)
('four', 0.16666666666666666)
('gases', 0.16666666666666666)
('prevails', 0.16666666666666666)
('analysis', 0.16666666666666666)
('isothermal', 0.16666666666666666)
('determined', 0.16666666666666666)
('establish', 0.16666666666666666)
('similarity', 0.16666666666666666)
('scs', 0.16666666666666666)
('helium', 0.16666666666666666)
('porous', 0.16666666666666666)
('different', 0.16666666666666666)
('psia', 0.16666666666666666)
('layer', 0.16666666666666666)
('section', 0.16666666666666666)
('point', 0.16666666666666666)
('system', 0.16666666666666666)
('presents', 0.16666666666666666)
('also', 0.16666666666666666)
('pa', 0.16666666666666666)
('tests', 0.16666666666666666)
('localized', 0.16666666666666666)
('test', 0.16666666666666666)
('rates', 0.16666666666666666)
('centerline', 0.16666666666666666)
('blunt', 0.16666666666666666)
('body', 0.16666666666666666)
('investigated', 0.16666666666666666)
('provided', 0.16666666666666666)
('hypersonic', 0.16666666666666666)
('flows', 0.16666666666666666)
('number', 0.16666666666666666)
('pressure', 0.16666666666666666)
('heat', 0.16666666666666666)
('coaxial', 0.16666666666666666)
('report', 0.16666666666666666)
('libby', 0.16666666666666666)
('measured', 0.16666666666666666)
('boundary', 0.16666666666666666)
('carried', 0.16666666666666666)
('plug', 0.16666666666666666)
('cresci', 0.16666666666666666)
('tunnel', 0.16666666666666666)
('region', 0.16666666666666666)
('impermeable', 0.16666666666666666)
('theoretical', 0.16666666666666666)
('range', 0.16666666666666666)
('wind', 0.16666666666666666)
('permit', 0.16666666666666666)
('laminar', 0.16666666666666666)
('found', 0.16666666666666666)
('model', 0.16666666666666666)
('higher', 0.16666666666666666)
('order', 0.16666666666666666)
