('wave', 1.0)
('shock', 0.46153846153846156)
('sound', 0.38461538461538464)
('vorticity', 0.23076923076923078)
('produced', 0.23076923076923078)
('pressure', 0.23076923076923078)
('incident', 0.23076923076923078)
('plane', 0.23076923076923078)
('stationary', 0.23076923076923078)
('TITLE', 0.15384615384615385)
('DOC', 0.15384615384615385)
('oblique', 0.15384615384615385)
('isentropic', 0.15384615384615385)
('refracts', 0.15384615384615385)
('attenuating', 0.15384615384615385)
('AUTHOR', 0.15384615384615385)
('disturbances', 0.15384615384615385)
('TEXT', 0.15384615384615385)
('DOCNO', 0.15384615384615385)
('BIBLIO', 0.15384615384615385)
('types', 0.15384615384615385)
('either', 0.15384615384615385)
('naca', 0.07692307692307693)
('moore', 0.07692307692307693)
('simple', 0.07692307692307693)
('impingement', 0.07692307692307693)
('two', 0.07692307692307693)
('numbers', 0.07692307692307693)
('constant', 0.07692307692307693)
('made', 0.07692307692307693)
('disturbance', 0.07692307692307693)
('angle', 0.07692307692307693)
('moves', 0.07692307692307693)
('three', 0.07692307692307693)
('tn', 0.07692307692307693)
('field', 0.07692307692307693)
('behind', 0.07692307692307693)
('depending', 0.07692307692307693)
('reflects', 0.07692307692307693)
('profile', 0.07692307692307693)
('normal', 0.07692307692307693)
('incidence', 0.07692307692307693)
('weak', 0.07692307692307693)
('angles', 0.07692307692307693)
('presented', 0.07692307692307693)
('appears', 0.07692307692307693)
('mach', 0.07692307692307693)
('also', 0.07692307692307693)
('interaction', 0.07692307692307693)
('f', 0.07692307692307693)
('considered', 0.07692307692307693)
('k', 0.07692307692307693)
('flow', 0.07692307692307693)
('analysis', 0.07692307692307693)
('computations', 0.07692307692307693)
('range', 0.07692307692307693)
('arbitrary', 0.07692307692307693)
('first', 0.07692307692307693)
('unsteady', 0.07692307692307693)
