('aircraft', 3.1018068199454745)
('forces', 1.7053704292259846)
('vibration', 2.195798551837053)
('power', 1.794043103157644)
('always', 0.0)
('engine', 1.8170118168463913)
('structure', 1.2043298196927645)
('limited', 0.7537783082095568)
('TEXT', 0.0)
('transmitted', 1.9528823950723722)
('AUTHOR', 0.0)
('TITLE', 0.0)
('DOC', 0.0)
('associated', 1.0134163089820136)
('engines', 1.2113412112309274)
('mounting', 1.3846330309928971)
('DOCNO', 0.0)
('rigid', 1.2494779949568422)
('BIBLIO', 0.0)
('plants', 1.878501211300969)
('vibratory', 1.9528823950723722)
('also', 0.5049472544544775)
('plant', 1.878501211300969)
('fatigue', 1.4001397028711946)
('drastically', 1.024388209611483)
('caused', 0.49241368419810266)
('paper', 0.3203219278664331)
('scs', 0.0)
('rapid', 0.6298676072562134)
('physiological', 1.2074902577228344)
('crew', 1.2074902577228344)
('to', 0.01887383931168263)
('parts', 0.42868545197918345)
('questioned', 0.7000698514355973)
('employed', 1.0919657276295103)
('case', 0.20078113917659882)
('adjacent', 0.708201545463836)
('means', 0.36908393749076185)
('effects', 0.13912777739514)
('propeller', 0.5767919854031243)
('entire', 0.5767919854031243)
('transmission', 0.9088636795181586)
('traced', 0.8078410455897728)
('large', 0.3195108962579043)
('radial', 0.6102371013134829)
('methods', 0.16842180343643925)
('desirability', 0.6521228393603005)
('direct', 0.40012574331306927)
('likely', 0.716750427861761)
('further', 0.5018058402899579)
('surfaces', 0.23021839512315162)
('ways', 0.0)
('axial', 0.38388318728795046)
('induced', 0.5092144673850969)
('body', 0.23356618821760788)
('supporting', 0.4947125712201586)
('noise', 0.6644741680525874)
('importance', 0.41237615364522373)
('however', 0.42407686342409845)
('disturbance', 0.5143430771628892)
('although', 0.5196345268819859)
('consideration', 0.3616279551838633)
('attendant', 0.9392506056504845)
('stresses', 0.3374309535431137)
('passengers', 1.2074902577228344)
('k', 0.6298676072562134)
('s', 0.32527278693541906)
('produce', 0.47715248527718757)
('action', 0.8237260755571603)
('and', 0.0)
('major', 0.6149322474745988)
('useful', 0.0)
('symmetry', 0.6644741680525874)
('psychological', 1.2074902577228344)
('directly', 0.40012574331306927)
('reducing', 0.3768891541047784)
('considers', 0.27816540719844846)
('source', 0.6102371013134829)
('flying', 1.2074902577228344)
('two', 0.20439138864012873)
('flexible', 0.6778146193315102)
('hardly', 1.0919657276295103)
('life', 0.7799986981459117)
('continuous', 0.5365983092669763)
('cases', 0.20078113917659882)
('preponderance', 1.2074902577228344)
('structures', 0.4014432732309215)
('isolation', 0.8412861615001312)
('j', 0.7676473694536248)
('attached', 0.6149322474745988)
('air', 0.34385966600748696)
('intimately', 0.9764411975361861)
('could', 0.5196345268819859)
('originating', 0.5521859856021135)
('taylor', 0.7676473694536248)
('ae', 0.0)
('stream', 0.29827007182988424)
('almost', 0.6923165154964486)
('slip', 0.7352880337134651)
('in', 0.0)
('relatively', 0.3595575351841038)
('latter', 0.5885615799387831)
('shorten', 0.9392506056504845)
('browne', 1.2074902577228344)
('occasionally', 1.2074902577228344)
('unbalanced', 1.2074902577228344)
('extended', 0.44163694936706954)
('may', 0.0)
('upon', 0.4947125712201586)
('important', 0.41237615364522373)
('a', 0.0)
('e', 0.48137211994123585)
('considered', 0.27816540719844846)
('mass', 0.5018058402899579)
('easily', 0.7453921373495376)
('failures', 0.6197635036201409)
('bodies', 0.23356618821760788)
