('glass', 5.635503633902907)
('thermal', 2.7790334276824233)
('shields', 5.299031397281694)
('re', 3.8109543418518608)
('shield', 5.299031397281694)
('high', 1.9122227530716378)
('small', 1.7896204309793056)
('properties', 2.610212558107371)
('heat', 1.3588375148868512)
('entry', 3.6073553866106214)
('irbm', 7.244941546337007)
('diffusivity', 3.5813799002073603)
('material', 2.9274534328006965)
('surface', 1.3813103707389098)
('TEXT', 0)
('desirable', 3.9127370361618032)
('results', 0.5920785169836601)
('TITLE', 0)
('level', 3.394793944626948)
('yields', 2.914208206050676)
('employing', 6.551794365777062)
('entering', 3.9127370361618032)
('AUTHOR', 0)
('thickness', 1.9668268871064898)
('investigation', 1.3074053412545807)
('stagnation', 2.42465998073197)
('protection', 5.165500004657171)
('point', 1.776881405201876)
('DOC', 0)
('temperature', 1.505148634157773)
('assumed', 2.1511913455302447)
('ballistic', 4.109447330407857)
('low', 2.362139623750636)
('DOCNO', 0)
('type', 1.9516367216125146)
('flight', 2.4913513552306426)
('BIBLIO', 0)
('also', 1.5148417633634326)
('causing', 2.954482105188616)
('performance', 2.9011361244833234)
('viscosity', 3.086058462977335)
('ablation', 4.536891345234797)
('opaque', 7.244941546337007)
('show', 1.8650441927965475)
('comparatively', 1.6958654614417872)
('leads', 2.040934859260212)
('solutions', 1.0774250554486657)
('speed', 1.661445237555308)
('supposedly', 5.0477169690007875)
('derive', 1.7939030927713064)
('tn', 5.299031397281694)
('factor', 2.8504923916645684)
('employed', 6.551794365777062)
('overall', 4.153899092978691)
('possible', 2.132953757980464)
('corollary', 7.244941546337007)
('penetration', 4.760034896549007)
('effects', 0.8347666643708401)
('combinations', 2.4574498035549612)
('exact', 2.6005506471956346)
('adams', 6.551794365777062)
('melting', 5.453182077108952)
('necessary', 3.167404102431288)
('d', 4.200419108613584)
('disregarding', 6.1463292576688975)
('specific', 3.0552868043105814)
('realistic', 6.1463292576688975)
('nose', 2.5087430979425114)
('x', 2.701646764067003)
('homogeneous', 5.165500004657171)
('exceed', 4.760034896549007)
('weight', 3.6895934848475935)
('across', 3.4382790565666874)
('discussions', 1.5579661899971873)
('employment', 6.551794365777062)
('conductivity', 2.16976773110318)
('state', 2.996446304287648)
('affecting', 3.4382790565666874)
('conditions', 1.3672057645573679)
('method', 1.0105308206186356)
('temperatures', 1.505148634157773)
('vertical', 3.4837414306434447)
('little', 3.986845008315525)
('although', 3.1178071612919154)
('steep', 5.453182077108952)
('w', 4.605884216721749)
('transfer', 1.9926681182903772)
('emissivity', 4.942356453342962)
('diameter', 2.8504923916645684)
('two', 1.2263483318407724)
('total', 2.7790334276824233)
('given', 1.289104176872176)
('from', 0.8249466181898645)
('altitude', 3.3131159136126813)
('radiative', 3.8437441646748516)
('due', 2.324960620508882)
('monotonically', 5.858647185217117)
('hypothetical', 5.858647185217117)
('characteristics', 2.0744575512988552)
('theoretical', 1.8068622374138117)
('influence', 2.6702305678336242)
('vehicle', 3.040248926946041)
('transient', 3.8437441646748516)
('made', 1.3813103707389098)
('variations', 2.188695740988699)
('profiles', 2.4574498035549612)
('thin', 2.465818053225478)
('problem', 1.3423082129356407)
('treated', 2.826100938540409)
('constant', 2.030005788728021)
('exert', 5.453182077108952)
('calculation', 1.1999362323009952)
('certain', 2.4827676115392507)
('thus', 0)
('different', 1.9268215524927905)
('angle', 1.6958654614417872)
('varied', 2.2210610254907306)
('parameter', 2.103277989834347)
('conclusion', 3.219589855601858)
('investigated', 1.3074053412545807)
('normal', 2.408659639385529)
('m', 3.274649632784885)
('nondecomposing', 7.244941546337007)
('extremely', 3.949104680332678)
('e', 2.8882327196474153)
('practically', 2.619968733052736)
('light', 3.986845008315525)
('steady', 2.6702305678336242)
('increases', 1.6101519431677576)
('km', 4.942356453342962)
('nasa', 5.299031397281694)
