('mixing', 3.2929837970219227)
('TITLE', 0.0)
('DOC', 0.0)
('different', 1.2840716811727555)
('AUTHOR', 0.0)
('presence', 2.0999219689208326)
('wherein', 3.532211577698691)
('axial', 1.5350567286626973)
('DOCNO', 0.0)
('problems', 0.8943961214679891)
('pressure', 0.5549394985956353)
('TEXT', 0.0)
('BIBLIO', 0.0)
('streams', 1.1926042668304322)
('and', 0.0)
('velocities', 0.4796975155622871)
('ae', 0.0)
('significantly', 0.9499261203103037)
('cited', 1.9526443848278197)
('polytechnic', 2.4147425052011164)
('influence', 0.8898388456999891)
('general', 0.0)
('solutions', 0.35890367490500297)
('another', 1.3553912284184682)
('gradients', 0.8217013408306069)
('research', 1.1041339609596745)
('occur', 0.7747488632584083)
('scs', 0.0)
('mix', 1.0976612656739742)
('napolitano', 0.0)
('takes', 1.028448144081226)
('gradient', 0.8217013408306069)
('situations', 1.3843950207483444)
('characteristics', 0.6912478401883992)
('laminar', 0.6307897940424279)
('pressures', 0.27746974929781765)
('program', 1.3553912284184682)
('interest', 1.0033736703353635)
('aerodynamics', 0.7251077711277061)
('place', 1.2392889969957295)
('theoretical', 0.6020494022267182)
('stagnation', 0.807981983332771)
('may', 0.0)
('majority', 1.2296264847046454)
('compressible', 0.646974202514758)
('phenomena', 1.281010044647065)
('effect', 0.2780175445457277)
('free', 0.6605124422328215)
('brooklyn', 2.4147425052011164)
('two', 0.4085447670357051)
('one', 0.0)
('supersonic', 0.6168666564169961)
('interaction', 0.9038760074833646)
('carried', 0.9755798006890132)
('institute', 1.7215953246411715)
('many', 0.0)
('study', 0.5850965964822212)
('j', 1.5350567286626973)
('l', 1.3999016926266423)
('devices', 1.7215953246411715)
('practical', 0.8730849007730261)
('performances', 0.966807364583222)
('similar', 0.731457169451271)
('experimental', 0.4707816794399444)
