('TITLE', 0.0)
('DOC', 0.0)
('AUTHOR', 0.0)
('TEXT', 0.0)
('DOCNO', 0.0)
('blunt', 2.2537949288246137)
('body', 1.4006830985719902)
('BIBLIO', 0.0)
('supersonic', 1.8505999692509885)
('problem', 1.3415941822019837)
('set', 1.4907738192810172)
('ae', 0.0)
('proposed', 1.7300189408425444)
('reasons', 1.4700812111995902)
('others', 0.9557543611689905)
('hypersonic', 1.1337468865913878)
('results', 0.29568224312500146)
('existing', 1.2201032354350467)
('plausible', 2.8173948015846246)
('indicates', 0.9096387490609736)
('full', 1.9215150669705974)
('solutions', 0.5383555123575045)
('inviscid', 1.4700812111995902)
('medium', 2.1498942682184548)
('electronic', 2.0998525389399636)
('dyke', 2.5823929869617572)
('scs', 0.0)
('given', 0.6441950730692596)
('van', 2.4231661214024895)
('review', 1.656200941439512)
('solving', 1.3891596984743833)
('flow', 0.296974233507964)
('field', 1.0065594493743817)
('various', 3.275540167521702)
('details', 1.2584198484455047)
('extensions', 1.4837806982936472)
('method', 0.5049083949424893)
('numerical', 0.9655107682807813)
('waves', 0.8859784209659377)
('sections', 1.0908162412881917)
('predicting', 0.9009049025407783)
('treatments', 1.7903329347368517)
('number', 0.3451470557887695)
('failure', 1.8589334954935943)
('shock', 0.859387288235783)
('detached', 1.905120155559102)
('using', 0.0)
('equations', 0.5575886527714025)
('adequate', 2.1242476210246797)
('shown', 0.7958691676673497)
('simpler', 2.205507085773567)
('none', 0.0)
('d', 2.0998525389399636)
('described', 1.0814115753094435)
('forth', 2.8173948015846246)
('approximations', 0.584440742257333)
('j', 2.302585092994046)
('m', 1.6369678010256141)
('sized', 1.7653277244495211)
('conic', 1.5426722161218391)
('computer', 1.1201406048289455)
('survey', 0.0)
('analytical', 1.2951335827229133)
('support', 1.4837806982936472)
('bodies', 0.7003415492859951)
