('reynolds', 1.0)
('numbers', 0.8571428571428571)
('x', 0.7142857142857143)
('boundary', 0.7142857142857143)
('transition', 0.7142857142857143)
('layer', 0.7142857142857143)
('friction', 0.5714285714285714)
('skin', 0.5714285714285714)
('plate', 0.5714285714285714)
('turbulent', 0.5714285714285714)
('technique', 0.42857142857142855)
('laminar', 0.42857142857142855)
('measurements', 0.42857142857142855)
('found', 0.42857142857142855)
('number', 0.42857142857142855)
('flat', 0.42857142857142855)
('air', 0.42857142857142855)
('flow', 0.42857142857142855)
('results', 0.2857142857142857)
('TEXT', 0.2857142857142857)
('good', 0.2857142857142857)
('greater', 0.2857142857142857)
('means', 0.2857142857142857)
('hypersonic', 0.2857142857142857)
('AUTHOR', 0.2857142857142857)
('investigation', 0.2857142857142857)
('agreement', 0.2857142857142857)
('obtained', 0.2857142857142857)
('TITLE', 0.2857142857142857)
('DOC', 0.2857142857142857)
('low', 0.2857142857142857)
('DOCNO', 0.2857142857142857)
('BIBLIO', 0.2857142857142857)
('injection', 0.2857142857142857)
('made', 0.2857142857142857)
('tunnel', 0.2857142857142857)
('value', 0.2857142857142857)
('r', 0.2857142857142857)
('in', 0.2857142857142857)
('range', 0.2857142857142857)
('insulated', 0.2857142857142857)
('used', 0.2857142857142857)
('mach', 0.2857142857142857)
('disturbances', 0.14285714285714285)
('caused', 0.14285714285714285)
('stability', 0.14285714285714285)
('speed', 0.14285714285714285)
('scs', 0.14285714285714285)
('hastening', 0.14285714285714285)
('spread', 0.14285714285714285)
('local', 0.14285714285714285)
('shear', 0.14285714285714285)
('downstream', 0.14285714285714285)
('far', 0.14285714285714285)
('rake', 0.14285714285714285)
('h', 0.14285714285714285)
('qualitative', 0.14285714285714285)
('fully', 0.14285714285714285)
('sidewall', 0.14285714285714285)
('direct', 0.14285714285714285)
('detection', 0.14285714285714285)
('investigated', 0.14285714285714285)
('developed', 0.14285714285714285)
('extensively', 0.14285714285714285)
('uniform', 0.14285714285714285)
('boundarylayer', 0.14285714285714285)
('coefficient', 0.14285714285714285)
('lacquer', 0.14285714285714285)
('degree', 0.14285714285714285)
('originated', 0.14285714285714285)
('possibility', 0.14285714285714285)
('although', 0.14285714285714285)
('contamination', 0.14285714285714285)
('along', 0.14285714285714285)
('amount', 0.14285714285714285)
('studies', 0.14285714285714285)
('speeds', 0.14285714285714285)
('regardless', 0.14285714285714285)
('dimensional', 0.14285714285714285)
('approximately', 0.14285714285714285)
('constant', 0.14285714285714285)
('total', 0.14285714285714285)
('surveys', 0.14285714285714285)
('pitot', 0.14285714285714285)
('leading', 0.14285714285714285)
('two', 0.14285714285714285)
('least', 0.14285714285714285)
('much', 0.14285714285714285)
('phosphorescent', 0.14285714285714285)
('head', 0.14285714285714285)
('complete', 0.14285714285714285)
('korkegi', 0.14285714285714285)
('incompressible', 0.14285714285714285)
('occurred', 0.14285714285714285)
('transverse', 0.14285714285714285)
('nominal', 0.14285714285714285)
('injected', 0.14285714285714285)
('given', 0.14285714285714285)
('j', 0.14285714285714285)
('ae', 0.14285714285714285)
('galcit', 0.14285714285714285)
('surface', 0.14285714285714285)
('floating', 0.14285714285714285)
('compared', 0.14285714285714285)
('angle', 0.14285714285714285)
('discussion', 0.14285714285714285)
('onset', 0.14285714285714285)
('emphasis', 0.14285714285714285)
('earlier', 0.14285714285714285)
('effect', 0.14285714285714285)
('verified', 0.14285714285714285)
('lower', 0.14285714285714285)
('effective', 0.14285714285714285)
('element', 0.14285714285714285)
('edge', 0.14285714285714285)
('wind', 0.14285714285714285)
