('heat', 1.3581234841531944)
('TITLE', 0.0)
('DOC', 0.0)
('one', 0.0)
('rate', 1.0661198636234033)
('AUTHOR', 0.0)
('conduction', 1.0845268501847616)
('TEXT', 0.0)
('DOCNO', 0.0)
('transient', 1.9215150669705974)
('BIBLIO', 0.0)
('heating', 0.6790617420765972)
('layer', 0.2876644363895536)
('ae', 0.0)
('surface', 0.3451490850013132)
('dimensional', 0.4730923455318209)
('solutions', 0.2691777561787522)
('slab', 1.1698195395354534)
('occur', 0.5810616474438063)
('scs', 0.0)
('subjected', 0.6806097346385774)
('exposed', 1.2115830607012448)
('analytic', 0.6475667913614567)
('internal', 0.8826638622247606)
('input', 1.2617507345667827)
('type', 0.48773067271971443)
('slabs', 1.1698195395354534)
('may', 0.0)
('linear', 0.5502005996710259)
('composite', 1.0382962655612584)
('triangular', 1.0749471341092274)
('aerodynamic', 0.5438308283457796)
('b', 0.9870976623997553)
('presented', 0.22596705296889946)
('double', 1.0499262694699818)
('j', 1.151292546497023)
('wasserman', 0.0)
('time', 0.537619328699147)
('small', 0.4472266000614121)
('example', 0.5922575481005495)
