('method', 1.0098167898849786)
('boundary', 1.0978982579344527)
('number', 0.690294111577539)
('layer', 1.1506577455582143)
('results', 0.5913644862500029)
('gradient', 2.4651040224918206)
('degree', 2.849778360930911)
('pressure', 0.8324092478934529)
('given', 1.2883901461385192)
('characteristics', 2.073743520565198)
('velocity', 1.4390925466868614)
('TEXT', 0)
('TITLE', 0)
('laminar', 1.8923693821272836)
('practice', 2.6192547023190786)
('solution', 1.076711024715009)
('special', 2.953768074454959)
('lead', 2.0402208285265546)
('AUTHOR', 0)
('axial', 2.302585092994046)
('critical', 2.9401624223991805)
('point', 1.7761673744682187)
('DOC', 0)
('DOCNO', 0)
('compressible', 1.9409226075442743)
('BIBLIO', 0)
('profiles', 2.456735772821304)
('pohlhausen', 4.1087332996742)
('reynolds', 1.9867321435755685)
('karman', 3.606641355876964)
('accuracy', 2.9401624223991805)
('numerical', 1.9310215365615626)
('morduchow', 0)
('accurate', 2.8747796631363283)
('stability', 2.5257286443082556)
('including', 1.7719568419318754)
('rapid', 3.7784916128036232)
('outer', 3.506557897319982)
('tn', 5.298317366548036)
('wall', 1.9815373266984644)
('location', 2.7224389385543097)
('adequate', 4.248495242049359)
('leads', 2.0402208285265546)
('h', 4.1087332996742)
('adiabatic', 4.248495242049359)
('sufficiently', 3.3940799138932913)
('satisfactory', 3.3524072174927233)
('prandtl', 3.101092789211817)
('zero', 2.369030192402198)
('examples', 2.369030192402198)
('even', 3.373026504695459)
('shown', 1.5917383353346994)
('coefficient', 1.7267746191386424)
('stagnation', 2.423945949998313)
('sixth', 6.551080335043404)
('presence', 3.1498829533812494)
('seventh', 6.551080335043404)
('use', 0)
('free', 1.9815373266984644)
('unity', 3.6888794541139363)
('separation', 2.0292917579943643)
('based', 1.747059290310148)
('obtained', 1.0296194171811581)
('determining', 1.4123450383198333)
('assumed', 2.150477314796588)
('naca', 3.986130977581868)
('simple', 2.045730484337524)
('primarily', 4.411014171547134)
('linearly', 2.2008023986841034)
('temperature', 1.5044346034241158)
('transfer', 1.99195408755672)
('approximate', 1.168881484514666)
('indicate', 1.8192774981219473)
('forward', 3.415586119114255)
('heat', 1.3581234841531944)
('determination', 1.4123450383198333)
('case', 1.2039728043259361)
('permits', 3.5553480614894135)
('j', 4.605170185988092)
('near', 2.5902671654458267)
('distribution', 1.2577755103189123)
('derived', 1.7931890620376494)
('example', 2.369030192402198)
('stream', 1.7889064002456485)
('calculation', 1.1992222015673382)
('general', 0)
('indicates', 1.8192774981219473)
('clarke', 0)
('adverse', 4.1087332996742)
('varies', 2.2203469947570738)
('fourth', 4.411014171547134)
('flow', 0.593948467015928)
('profile', 2.456735772821304)
('extended', 2.64910766546876)
('calculating', 1.1992222015673382)
('viscosity', 3.0853444322436783)
('purpose', 2.913494175317019)
('mach', 1.3119823281553393)
('short', 3.66070857714724)
('m', 3.2739356020512282)
('edge', 1.8505999692509885)
('usual', 3.101092789211817)
